eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97002E+11,1970,2,20,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",1,0,Facility/Infrastructure Attack,Educational Institution,Student Radicals,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,20,0,United States,North America,Washington,Seattle,47.610786,-122.331306,1,0,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",1,0,Bombing/Explosion,Educational Institution,Student Radicals,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,21,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,0,4,,Explosives,0,,,0,,
1.97002E+11,1970,2,21,0,Switzerland,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,0,,,Explosives,47,,,0,,
1.97002E+11,1970,2,21,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",0,0,Facility/Infrastructure Attack,Police,Left-Wing Militants,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,21,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,21,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.",1,0,Bombing/Explosion,Private Citizens & Property,"Weather Underground, Weathermen",Protest Vietnam War and show support for Black Panthers.,0,4,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,21,0,United States,North America,Colorado,Denver,39.758968,-104.876305,1,0,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",1,0,Facility/Infrastructure Attack,Private Citizens & Property,Black Nationalists,Protest anti-integrationists of the Denver City Schools.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,22,0,United States,North America,New York,Ithaca,42.455233,-76.475847,1,0,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",1,0,Facility/Infrastructure Attack,Educational Institution,White supremacists/nationalists,To intimidate the African American community at Cornell University,0,-99,0,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,22,0,United States,North America,Wisconsin,Prairie du Sac,43.287052,-89.724361,1,0,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",0,0,Bombing/Explosion,Utilities,New Year's Gang,To sabotage the Badger Ammunition Plant,0,1,1,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,23,0,United States,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,0,Bombing/Explosion,Utilities,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,23,0,United States,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,0,Bombing/Explosion,Utilities,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,23,0,United States,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,0,Bombing/Explosion,Utilities,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,23,0,United States,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,0,Bombing/Explosion,Utilities,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,23,0,United States,North America,Arizona,Tucson,32.222232,-110.925752,1,0,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",1,0,Bombing/Explosion,Military,Left-Wing Militants,Protest the draft.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,24,0,United States,North America,Colorado,Denver,39.758968,-104.876305,1,0,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",1,0,Bombing/Explosion,Private Citizens & Property,White supremacists/nationalists,Protest the desegregation of Denver City Schools.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,24,0,United States,North America,Illinois,Champaign,40.101952,-88.227161,1,0,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",1,0,Facility/Infrastructure Attack,Military,Student Radicals,Protest secret government research at the University of Illinois and the R.O.T.C. program.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97002E+11,1970,2,27,0,United States,North America,Colorado,Boulder,40.007581,-105.265942,1,0,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",1,0,Bombing/Explosion,Educational Institution,Student Radicals,Protesting scholarship money that was set aside for minorities but had yet to be awarded,0,-99,-99,Explosives,0,0,0,0,0,0
1.97002E+11,1970,2,28,0,Jordan,Middle East & North Africa,Khalil,Hebron,31.530243,35.094162,1,0,,1,0,Armed Assault,Tourists,Unknown,,0,,,Firearms,,,,,,
1.97003E+11,1970,3,0,0,Philippines,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97003E+11,1970,3,1,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,0,0,Bombing/Explosion,Airports & Aircraft,Eritrean Liberation Front,,0,,,Explosives,0,,,0,,
1.97003E+11,1970,3,1,0,United States,North America,Colorado,Boulder,40.007581,-105.265942,1,0,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",1,0,Bombing/Explosion,Military,Student Radicals,Protest the Vietnam War and the R.O.T.C.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97003E+11,1970,3,1,0,United States,North America,Colorado,Colorado Springs,38.864281,-104.778412,1,0,"3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,Protest the War in Vietnam and sabotage the draft,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97003E+11,1970,3,1,0,United States,North America,Colorado,Boulder,40.007581,-105.265942,1,0,"3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",1,0,Facility/Infrastructure Attack,Police,Student Radicals,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97003E+11,1970,3,1,0,United States,North America,Colorado,Boulder,40.014986,-105.270546,1,0,"3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",1,0,Bombing/Explosion,Police,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97003E+11,1970,3,2,0,United States,North America,Ohio,Cleveland,41.479561,-81.675461,1,0,"3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.",1,0,Facility/Infrastructure Attack,Private Citizens & Property,Black Nationalists,To protest Frank Schaeffer's defense of the Cleveland Police Deparment during the 1968 Glenville racial riots,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97003E+11,1970,3,3,0,Spain,Western Europe,Unknown,Unknown,,,5,0,,0,0,Hostage Taking (Kidnapping),Government (General),1st of May Group,,0,3,,Unknown,0,,,0,,
1.97003E+11,1970,3,3,0,United States,North America,Colorado,Denver,39.758968,-104.876305,1,0,"3/3/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",1,0,Bombing/Explosion,Private Citizens & Property,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97003E+11,1970,3,3,0,United States,North America,Washington,Seattle,47.610786,-122.331306,1,0,"3/3/1970: Four left wing radicals set off a dynamite bomb at a post office in Seattle, Washington, United States.  There were no casualties but the building and a vehicle were damaged.",1,0,Bombing/Explosion,Government (General),Student Radicals,,0,4,4,Explosives,0,0,0,0,0,0
1.97003E+11,1970,3,4,0,United States,North America,California,Oakland,37.791927,-122.225906,1,0,"3/4/1970: Unknown perpetrators placed a time bomb in a Barracks at the Oakland Army Base in California, United States.  The bomb was subsequently discovered and disarmed. The base was used as a departing point for United States troops heading to Vietnam.",0,0,Bombing/Explosion,Military,Left-Wing Militants,Sabotage the US Army war efforts and protest the Vietnam War,0,-99,-99,Explosives,0,0,0,0,0,0
